Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
QCL,Crops and livestock products,159,Nigeria,5510,Production,392,Yam,2005,2005,tonnes,31835000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,392,Yam,2005,2005,hg/ha,125335,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,392,Yam,2006,2006,ha,2580000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,392,Yam,2006,2006,tonnes,36819000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,392,Yam,2006,2006,hg/ha,142709,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,392,Yam,2007,2007,ha,2620000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,392,Yam,2007,2007,tonnes,35017000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,392,Yam,2007,2007,hg/ha,133653,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,392,Yam,2008,2008,ha,2660000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,392,Yam,2008,2008,tonnes,34000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,392,Yam,2008,2008,hg/ha,127820,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,392,Yam,2009,2009,ha,2700000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,392,Yam,2009,2009,tonnes,36000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,392,Yam,2009,2009,hg/ha,133333,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,392,Yam,2010,2010,ha,2740000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,392,Yam,2010,2010,tonnes,37000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,392,Yam,2010,2010,hg/ha,135036,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,392,Yam,2011,2011,ha,2780000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,392,Yam,2011,2011,tonnes,38000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,392,Yam,2011,2011,hg/ha,136691,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,392,Yam,2012,2012,ha,2800000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,392,Yam,2012,2012,tonnes,40000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,392,Yam,2012,2012,hg/ha,142857,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,392,Yam,2013,2013,ha,2820000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,392,Yam,2013,2013,tonnes,43300000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,392,Yam,2013,2013,hg/ha,153546,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,392,Yam,2014,2014,ha,2850000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,392,Yam,2014,2014,tonnes,44000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,392,Yam,2014,2014,hg/ha,154386,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,392,Yam,2015,2015,ha,2880000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,392,Yam,2015,2015,tonnes,47000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,392,Yam,2015,2015,hg/ha,163194,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,392,Yam,2016,2016,ha,2900000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,392,Yam,2016,2016,tonnes,48000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,392,Yam,2016,2016,hg/ha,165517,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,392,Yam,2017,2017,ha,2920000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,392,Yam,2017,2017,tonnes,49000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,392,Yam,2017,2017,hg/ha,167808,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,392,Yam,2018,2018,ha,2950000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,392,Yam,2018,2018,tonnes,51000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,392,Yam,2018,2018,hg/ha,172881,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,392,Yam,2019,2019,ha,2980000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,392,Yam,2019,2019,tonnes,53000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,392,Yam,2019,2019,hg/ha,177852,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,392,Yam,2020,2020,ha,2990000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,392,Yam,2020,2020,tonnes,53600000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,392,Yam,2020,2020,hg/ha,179264,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,392,Yam,2021,2021,ha,3000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,392,Yam,2021,2021,tonnes,54000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,392,Yam,2021,2021,hg/ha,180000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,392,Yam,2022,2022,ha,3010000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,392,Yam,2022,2022,tonnes,54500000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,392,Yam,2022,2022,hg/ha,181063,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,392,Yam,2023,2023,ha,3020000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,392,Yam,2023,2023,tonnes,55000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,392,Yam,2023,2023,hg/ha,182119,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,27,Rice (paddy),2000,2000,ha,2100000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,27,Rice (paddy),2000,2000,tonnes,3300000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,27,Rice (paddy),2000,2000,hg/ha,15714,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,27,Rice (paddy),2001,2001,ha,2140000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,27,Rice (paddy),2001,2001,tonnes,3410000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,27,Rice (paddy),2001,2001,hg/ha,15935,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,27,Rice (paddy),2002,2002,ha,2180000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,27,Rice (paddy),2002,2002,tonnes,3500000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,27,Rice (paddy),2002,2002,hg/ha,16055,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,27,Rice (paddy),2003,2003,ha,2200000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,27,Rice (paddy),2003,2003,tonnes,3500000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,27,Rice (paddy),2003,2003,hg/ha,15909,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,27,Rice (paddy),2004,2004,ha,2220000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,27,Rice (paddy),2004,2004,tonnes,3600000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,27,Rice (paddy),2004,2004,hg/ha,16216,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,27,Rice (paddy),2005,2005,ha,2250000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,27,Rice (paddy),2005,2005,tonnes,3800000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,27,Rice (paddy),2005,2005,hg/ha,16889,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,27,Rice (paddy),2006,2006,ha,2280000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,27,Rice (paddy),2006,2006,tonnes,4000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,27,Rice (paddy),2006,2006,hg/ha,17544,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,27,Rice (paddy),2007,2007,ha,2310000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,27,Rice (paddy),2007,2007,tonnes,4200000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,27,Rice (paddy),2007,2007,hg/ha,18182,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,27,Rice (paddy),2008,2008,ha,2340000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,27,Rice (paddy),2008,2008,tonnes,4400000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,27,Rice (paddy),2008,2008,hg/ha,18803,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,27,Rice (paddy),2009,2009,ha,2370000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,27,Rice (paddy),2009,2009,tonnes,4500000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,27,Rice (paddy),2009,2009,hg/ha,18987,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,27,Rice (paddy),2010,2010,ha,2400000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,27,Rice (paddy),2010,2010,tonnes,4700000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,27,Rice (paddy),2010,2010,hg/ha,19583,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,27,Rice (paddy),2011,2011,ha,2430000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,27,Rice (paddy),2011,2011,tonnes,4900000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,27,Rice (paddy),2011,2011,hg/ha,20165,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,27,Rice (paddy),2012,2012,ha,2460000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,27,Rice (paddy),2012,2012,tonnes,5100000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,27,Rice (paddy),2012,2012,hg/ha,20732,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,27,Rice (paddy),2013,2013,ha,2490000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,27,Rice (paddy),2013,2013,tonnes,5000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,27,Rice (paddy),2013,2013,hg/ha,20080,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,27,Rice (paddy),2014,2014,ha,2520000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,27,Rice (paddy),2014,2014,tonnes,5200000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,27,Rice (paddy),2014,2014,hg/ha,20635,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,27,Rice (paddy),2015,2015,ha,2550000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,27,Rice (paddy),2015,2015,tonnes,5400000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,27,Rice (paddy),2015,2015,hg/ha,21176,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,27,Rice (paddy),2016,2016,ha,2580000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,27,Rice (paddy),2016,2016,tonnes,5600000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,27,Rice (paddy),2016,2016,hg/ha,21705,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,27,Rice (paddy),2017,2017,ha,2610000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,27,Rice (paddy),2017,2017,tonnes,5800000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,27,Rice (paddy),2017,2017,hg/ha,22222,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,27,Rice (paddy),2018,2018,ha,2640000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,27,Rice (paddy),2018,2018,tonnes,6000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,27,Rice (paddy),2018,2018,hg/ha,22727,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,27,Rice (paddy),2019,2019,ha,2670000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,27,Rice (paddy),2019,2019,tonnes,6100000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,27,Rice (paddy),2019,2019,hg/ha,22846,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,27,Rice (paddy),2020,2020,ha,2680000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,27,Rice (paddy),2020,2020,tonnes,6200000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,27,Rice (paddy),2020,2020,hg/ha,23134,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,27,Rice (paddy),2021,2021,ha,2700000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,27,Rice (paddy),2021,2021,tonnes,6300000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,27,Rice (paddy),2021,2021,hg/ha,23333,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,27,Rice (paddy),2022,2022,ha,2720000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,27,Rice (paddy),2022,2022,tonnes,6400000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,27,Rice (paddy),2022,2022,hg/ha,23529,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,27,Rice (paddy),2023,2023,ha,2740000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,27,Rice (paddy),2023,2023,tonnes,6600000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,27,Rice (paddy),2023,2023,hg/ha,24088,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,83,Sorghum,2000,2000,ha,4800000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,83,Sorghum,2000,2000,tonnes,7200000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,83,Sorghum,2000,2000,hg/ha,15000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,83,Sorghum,2001,2001,ha,4850000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,83,Sorghum,2001,2001,tonnes,7400000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,83,Sorghum,2001,2001,hg/ha,15258,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,83,Sorghum,2002,2002,ha,4900000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,83,Sorghum,2002,2002,tonnes,7800000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,83,Sorghum,2002,2002,hg/ha,15918,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,83,Sorghum,2003,2003,ha,4920000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,83,Sorghum,2003,2003,tonnes,8000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,83,Sorghum,2003,2003,hg/ha,16260,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,83,Sorghum,2004,2004,ha,4950000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,83,Sorghum,2004,2004,tonnes,8200000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,83,Sorghum,2004,2004,hg/ha,16566,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,83,Sorghum,2005,2005,ha,4970000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,83,Sorghum,2005,2005,tonnes,8400000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,83,Sorghum,2005,2005,hg/ha,16900,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,83,Sorghum,2006,2006,ha,5000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,83,Sorghum,2006,2006,tonnes,8600000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,83,Sorghum,2006,2006,hg/ha,17200,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,83,Sorghum,2007,2007,ha,5020000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,83,Sorghum,2007,2007,tonnes,8700000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,83,Sorghum,2007,2007,hg/ha,17331,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,83,Sorghum,2008,2008,ha,5040000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,83,Sorghum,2008,2008,tonnes,8900000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,83,Sorghum,2008,2008,hg/ha,17659,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,83,Sorghum,2009,2009,ha,5060000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,83,Sorghum,2009,2009,tonnes,9100000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,83,Sorghum,2009,2009,hg/ha,17984,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,83,Sorghum,2010,2010,ha,5080000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,83,Sorghum,2010,2010,tonnes,9300000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,83,Sorghum,2010,2010,hg/ha,18307,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,83,Sorghum,2011,2011,ha,5100000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,83,Sorghum,2011,2011,tonnes,9600000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,83,Sorghum,2011,2011,hg/ha,18824,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,83,Sorghum,2012,2012,ha,5120000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,83,Sorghum,2012,2012,tonnes,9800000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,83,Sorghum,2012,2012,hg/ha,19141,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,83,Sorghum,2013,2013,ha,5130000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,83,Sorghum,2013,2013,tonnes,10000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,83,Sorghum,2013,2013,hg/ha,19493,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,83,Sorghum,2014,2014,ha,5140000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,83,Sorghum,2014,2014,tonnes,10200000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,83,Sorghum,2014,2014,hg/ha,19845,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,83,Sorghum,2015,2015,ha,5150000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,83,Sorghum,2015,2015,tonnes,10300000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,83,Sorghum,2015,2015,hg/ha,20000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,83,Sorghum,2016,2016,ha,5150000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,83,Sorghum,2016,2016,tonnes,10400000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,83,Sorghum,2016,2016,hg/ha,20194,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,83,Sorghum,2017,2017,ha,5160000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,83,Sorghum,2017,2017,tonnes,10500000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,83,Sorghum,2017,2017,hg/ha,20349,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,83,Sorghum,2018,2018,ha,5170000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,83,Sorghum,2018,2018,tonnes,10600000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,83,Sorghum,2018,2018,hg/ha,20503,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,83,Sorghum,2019,2019,ha,5180000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,83,Sorghum,2019,2019,tonnes,10800000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,83,Sorghum,2019,2019,hg/ha,20849,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,83,Sorghum,2020,2020,ha,5180000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,83,Sorghum,2020,2020,tonnes,10800000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,83,Sorghum,2020,2020,hg/ha,20849,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,83,Sorghum,2021,2021,ha,5190000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,83,Sorghum,2021,2021,tonnes,11000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,83,Sorghum,2021,2021,hg/ha,21195,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,83,Sorghum,2022,2022,ha,5200000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,83,Sorghum,2022,2022,tonnes,11200000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,83,Sorghum,2022,2022,hg/ha,21538,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,83,Sorghum,2023,2023,ha,5210000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,83,Sorghum,2023,2023,tonnes,11400000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,83,Sorghum,2023,2023,hg/ha,21881,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,661,Cocoa beans,2000,2000,ha,432000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,661,Cocoa beans,2000,2000,tonnes,340000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,661,Cocoa beans,2000,2000,hg/ha,7870,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,661,Cocoa beans,2001,2001,ha,439000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,661,Cocoa beans,2001,2001,tonnes,360000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,661,Cocoa beans,2001,2001,hg/ha,8200,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,661,Cocoa beans,2002,2002,ha,445000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,661,Cocoa beans,2002,2002,tonnes,380000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,661,Cocoa beans,2002,2002,hg/ha,8539,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,661,Cocoa beans,2003,2003,ha,452000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,661,Cocoa beans,2003,2003,tonnes,380000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,661,Cocoa beans,2003,2003,hg/ha,8407,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,661,Cocoa beans,2004,2004,ha,459000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,661,Cocoa beans,2004,2004,tonnes,400000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,661,Cocoa beans,2004,2004,hg/ha,8714,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,661,Cocoa beans,2005,2005,ha,466000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,661,Cocoa beans,2005,2005,tonnes,390000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,661,Cocoa beans,2005,2005,hg/ha,8369,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,661,Cocoa beans,2006,2006,ha,473000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,661,Cocoa beans,2006,2006,tonnes,400000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,661,Cocoa beans,2006,2006,hg/ha,8456,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,661,Cocoa beans,2007,2007,ha,480000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,661,Cocoa beans,2007,2007,tonnes,420000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,661,Cocoa beans,2007,2007,hg/ha,8750,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,661,Cocoa beans,2008,2008,ha,487000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,661,Cocoa beans,2008,2008,tonnes,420000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,661,Cocoa beans,2008,2008,hg/ha,8624,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,661,Cocoa beans,2009,2009,ha,490000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,661,Cocoa beans,2009,2009,tonnes,440000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,661,Cocoa beans,2009,2009,hg/ha,8980,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,661,Cocoa beans,2010,2010,ha,495000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,661,Cocoa beans,2010,2010,tonnes,450000,F,FAO estimate
